,Title,Description,IS_Scam
17558,Virtual Administrative Clerk,"We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule.Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position.",1
17559,Nurse Shift/Program Supervisor,"Apply to this job using below link#URL_e7f8b96fdd17886ed326bcbf2a000df1e0ac1eab8504a5c4d648d1afa9e9debd#Nurse Shift/Program Supervisor on one of five nursing units at Thomson-Hood Veterans Center, a state owned long-term, 285 bed, nursing care facility for Kentucky's Veterans and is located in Jessamine County.You may contact Julie Harmon at 1-, #URL_de7a06250ea718663a50c90da3db01894fbede7903d2f0cba5a7b943e2923149#Submit applications online at: #URL_3e21033d374d1a705d87b2d5d5f5cef999246dc901c5b12fbcc1f703a13fc492#  Apply to Req # 32465BRThomson-Hood Veterans Center does not discriminate against any person on the basis of race, color, national origin, disability, or age in admission, treatment, or participation in its programs, services, and activities, or in employment. For further information about this policy, contact: Amy Lambert, Telephone Number , TDD .",1
17560,Job for freelancer working in Saudi Arabia,"Hundreds of Freelance Jobs available every month for freelance designers, developers, writers and bloggers. Part of SaudiLancer - the most popular Freelance Blog and Community online | #URL_a0fb001321b0fff947b0a19a393a8a3387585f345c45c7d54fa7ff492852e0b4# URL: www.#URL_a0fb001321b0fff947b0a19a393a8a3387585f345c45c7d54fa7ff492852e0b4# ",1
17561,Well Paid Cash Jobs To Start Immediately. ,Well Paid Cash Jobs To Start Immediately. No Experience Required And Never Any Fees.Work Anytime 1 To 2 Hrs Daily In Free Time.Earn Easily $350 To $400 Extra Per Day.Totally Free To Join &amp; Suitable For All.Take Action &amp; Get Started Here:-#URL_7045495b1ed4944c22f2b385d32cd015de8d94e25f1d4a6232fa3139286ffdd9#,1
17562,Cruise Staff Wanted *URGENT*,"6* Ultra Luxury American Cruise Company is urgently looking for the following positions:*Hospitality - For the many Bars &amp; Restaurants on board.*Retail - For the Duty FREE Shops &amp; Boutiques on board.*housekeeping - For the Housekeeping &amp; Cleaning jobs.*Office Admin - For the Front desk &amp; Tour booking jobs*Other Positions - DJ's, Security Staff, Photographers &amp; Nannies.Vessel type or operation: 6* Ultra Luxury Cruise.Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.Job Type: Perm.Sailing Area: World wide.Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!Job Description:A 6* Ultra Luxury Cruise Company are looking to recruit hardworking, enthusiastic cruise personal. This exciting opportunity is available to candidates who are willing to Learn, work &amp; are flexible.Candidate will also have Some Customer Service Skills, skills in Public Relations and are Good English speakers. Rotation is 4 months on 2 months off. Great Salary in Euros (TAX FREE) Pay is discussed via communication after full application proccess.If you are looking for a new adventure.. APPLY TODAY!Please send your resume to: #EMAIL_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b# (coppy &amp; paste this e-mail address)We will contact you shortly after within 24 hours.Looking forward to have you Aboard.Adrian WestDept. Rec.",1
17563,"URGENT Job Full Time & Part Time, Cash Pay.","URGENT Job Full Time &amp; Part Time, Cash Pay.You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",1
17564,Daily Money Team Representative,Looking for customer service reps who want to work from homemake 80 - 100 dollars a day posting ads on the internet and taking calls. (NO START UP FEES. NO MONEY IS REQUIRED.)(#URL_9c99ae0c36e6544b08addd33c9b653be8dcd9a4a06227741b5c99f0fcc6bc505#). YOU DON'T HAVE TO SPEND ANY MONEY IF YOU DON'T WANT TO FOR THIS JOB.If interested give me a call. Jibre HordgesDaily Money Team#PHONE_cbe7e0d5a1e0b8fa567c655c73615fb22beaa3efa347a55d2177d51fa2b52666#,1
17565,Home Based Payroll Typist/Data Entry Clerks Positions Available,"We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:  ",1
17566,Clinical Director - Surgical Services  ,"Apply using below link#URL_cf955625ede97e1444d64f9efbdd5c61a812c7444ce84be35525380f7549cf19#Clinical Director - Surgical ServicesPocono Health System (PHS) is unwavering in our commitment to meeting the diverse healthcare needs for the people of Monroe County, PA. Our continued growth has created opportunities for a dynamic and experienced Nurse Leader to join us in a senior level role.As the Clinical Director, we'll look to you to oversee the efficient operations of the OR, Post Anesthesia Care Unit, GI Lab, Central Sterile and Same Day Surgery units; ensuring the delivery of quality patient care services and compliance with regulations, JCAHO and federal requirements.You'll be responsible for identifying Process Improvement (PI) issues and assisting PI teams in designing solutions; developing unit budgets and monitoring costs; evaluating staff; and assisting senior management with strategic planning.Requirements:* PA licensed RN* BSN; Master's in health related or business field preferred* At least 3 yrs of surgical experience* 2-5 yrs of experience in a management role* Demonstrated leadership abilities in personnel and resource management* Strong interpersonal and organizational skillsWe are proud to offer a competitive compensation package.Candidates should submit a detailed CV to:Lea Power Carpenter, Recruitment ManagerYou can also apply online at:At Pocono Health System, we are second to none in our commitment in caring for our patients and superior healthcare. Located between New York City and Philadelphia in the scenic Pocono Mountains in northeastern PA, we are a growing organization. Everyone at PHS is aligned to our mission, vision and values ensuring excellence is continued and embraced at every level within our organization.PHS is an EEOC employerOur Values - INTEGRITY - RESPECT - TEAMWORK",1
17567,Trainer/Recuiter Specialist,We are a Health Benefits company. Helping people save money when they cant afford insurance.2 positons available.Request an Interview and see if you qualitfy for a job.Daily and monthly pay checks,1
17568,Writers,"We are a company looking for qualified individuals to help out withwriting tasks such as:- Short stories- Movie scripts- Sales scripts- Articles- News feeds- PR websites-Blog posts... and more.Job Duties Include:- Draft and create consumer content for lifestyle and health related websites- Research new products and services with the relation to the consumers- Create projects for blogs and other new media- Brand messages with reaching a large online audienceYou'll have the opportunity to work big name companies and popular websites in several niches from news, geography, sports, entertainment, travel, and others.Qualifications:- High-school Graduate or GED qualified with an interest in writing for blogs, stories, and other publications- Experience in Journalism, English, Communications or other related fields- Strong written communication skills with ability to proofread effectively- Ability to manage multiple projects- Experience with Microsoft Office (Word, PowerPoint, Outlook, Excel)- Internet acces / Online access (THIS IS A MUST)This is a part-time and full-time job, depending on you availability.Hours are flexible from 10 to 40 hours per week.Travel is not required. Pay is discussed via communication after application process.Please email ""#EMAIL_d9fc2207d30a7b527f02e9d8d3fd4a932e9035642431db6343c0db6cd21a2804#"" with your full name and resume. We will contact you shortly after within 24 hours",1
17569,"CASH JOBS, Part Time Workers Needed.","CASH JOBS, Part Time Workers Needed.Work Minimum 1-2 Hours Per Day Anytime.Won't Required Experience For This Job.You Can Earn $350 to $450 Everyday.Suitable For Both Male And Female.Totally Free To Join, Visit Here:-#URL_1e08499380b02eb73650d95cb71317582e70b55b5eeb4a23ec873c11442f38b0#",1
17570,work from home,"MCA Associates receive $80.00 (EIGHTY DOLLARS) and up for each membership submitted; MCA associates also receive residual monthly income from the members and associates they personally sign up. Sign up just two individuals per day—as either members or associates—and generate a $1,120.00 per week income. Receive a weekly paper check (delivered by UPS) or have your check direct deposited into your own bank account. You can receive your first paycheck the following Friday after you begin your work at home career with MCA—if you receive signups before the weekly company deadline, which falls on Saturday at 12 a.m., Central time. To begin with MCA, all you need to do it pay for your own benefit membership for the first and last month. You are NOT paying to work; you are paying for your benefits. You would not want to receive a haircut from someone who has never cut hair before, would you? You need to have the benefits in order to properly sell the benefits package and understand how good the benefits are. Keep in mind, that when you signup just one other person, you have doubled what you paid to begin! You have nothing to lose! (Note: Your initial plan payment may be paid by either debit card or credit card (IE- Visa, Master Card, American Express or Discover). Plan payments may also be made with an active checking account; however, there is a delay in the clearing of funds, which will also delay your coverage and the ability to start signing up members. This opportunity is a serious business; I can assure you that this is a wonderful and profitable decision, which will positively affect your financial future. ",1
17571,Work From Home (Easy Money),"""Do You Want To Own Your Internet Base Business With No Money Down??"""" WHO WANT`S TO MAKE MONEY FROM INTERNET HOME BUSINESS"" ""Do you need to own your internet base business with no money down??""You can join for FREE 100% and make good money with DMT Instant Reward at home. Did you lost your job?  Do you need money fast?You can start earning money with US right now. This is one time in a life time chance to be your own boss. You can work with us you can earn good money with your own time, be with your family same time.For more information please contact with email or call to get start right away Call  (386)320-3924 Thank you for reading. ",1
17572,Home Based Typist (Full/Part Time),"Are you looking for a job that allows you to work flexibly at your own time and comfortably own home? Are you looking for a job that allows you to earn USD$1000-2000 per week?Our company is seeking candidates around the world to process typing job. Only 2 hours needed to spend per day at your home. Requirements are as follow:Computer with Internet access, minimal typing skills, knowledge to send email. We are offering only 3 positions at the moment. All enquires and applications WILL ONLY BE REPLIED through our email: #EMAIL_d4d825054e5b85bbe91a408485786af1ff6acab1b8d121d26b21c52293cd2942#",1
17573,"Part Time Job Work From Home, Daily Pay.","Part Time Job Work From Home, Daily Pay.Work Minimum 1-2 Hours Per Day Anytime.Won't Required Experience For This Job.You Can Earn $350 to $450 Everyday.Suitable For Both Male And Female.Totally Free To Join, Visit Here:-#URL_1e08499380b02eb73650d95cb71317582e70b55b5eeb4a23ec873c11442f38b0#",1
17574,Data Entry Admin/Clerical Positions - Work From Home,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,1
17575,Customer Service Reps,"We are seeking a Customer Service Representative who enjoys building relationships, helping others, solving problems, and organizing a demanding schedule. The ideal candidate is independent, confident, and customer focused with good time management skills, strong communication skills and excellent computer aptitude that can help resolve customer problems both internally and externally.",1
17576, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"This job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. Inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required.Follows set procedures and meets specific throughput standards. Able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time. ",1
17577,Human Resources Assistant/Executive Assistant/Legal Assistant /Logistics Assistant/Data Entry Clerk /Customer Service Rep/Security Assistant..,"Maintains workflow by studying methods; implementing cost reductions; and developing reporting procedures.    Creates and revises systems and procedures by analyzing operating practices, recordkeeping systems, forms control, office layout, and budgetary and personnel requirements; implementing changes.    Develops administrative staff by providing information, educational opportunities, and experiential growth opportunities.    Resolves administrative problems by coordinating preparation of reports, analyzing data, and identifying solutions.    Ensures operation of equipment by completing preventive maintenance requirements; calling for repairs; maintaining equipment inventories; evaluating new equipment and techniques.    Provides information by answering questions and requests.    Maintains supplies inventory by checking stock to determine inventory level; anticipating needed supplies; placing and expediting orders for supplies; verifying receipt of supplies.    Completes operational requirements by scheduling and assigning administrative projects; expediting work results.    Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.    Contributes to team effort by accomplishing related results as needed.",1
17578,Cash In Hand Jobs To Begin This Week.,"Cash In Hand Jobs To Begin This Week.You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $350 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",1
17579,Assistant position. The best job is waiting for you!!! ,"This is an exciting job opportunity for those who would like to  an individual to join innovative company. The company is seeking an ambitious assistent's to take on the position of a  Manager. Work with a young and dynamic team in a company that values aspiration and determination to succeed.Your aspiration to achieve agreed business goals and look at every opportunity to work and other services to clients will be key to your success. In return, you will be rewarded with an uncapped earning potential and have the opportunity to form part of a global and an established network of wealth management professionals, with a focus on providing  commercial, corporate task. Probation Period: 1 month.Main responsibilities include: the Accounting requirements for our Dealeranalysis and  communication skills. If you're ready to take on a new job or further your case management experience please send a CV - #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c#",1
17580,Data Entry/ Administrative Assistant,"Immediate opening for an accounts payable clerk, Data Entry Primary responsibilities include clearing purchase orders, invoice processing, vendor statement reconciliation, check processing, and other accounting functions as needed. Skills must include Microsoft Excel proficiency at intermediate level or higher. Knowledge of APEX purchase order program and Microsoft Dynamics SL a plus. We are looking for a full-time self-sufficient, multi-tasker with a can-do attitude. The position requires a knowledge of Quick Books and like programs, with knowledge of payroll taxes, sales taxes, and income taxes a plus. The staff  accountant serves as the primary contact with clients once secured by the firm and throughout its relationship with the firm, so excellent communication skills and organizational skills are a must. Some clerical and administrative work is required. The staff accountant will be expected to work on more than one project at once and should possess the confidence and ability to work in a dynamic work environment.",1
17581,Hospital Clerical/Reception: $22 - $24/hr,July Employment   Hospital Clerical/Reception: $22 - $24/hrIf you are unemployed or tired of mundane and low paying jobsthen this great career is for you. Maximum benefits. Great Pay.Union Membership after 90 days on the job. 7 hrs HC Job Orientation is required/mandatory before you could get employed. No experience required just a high school and typing. Employment process and placement is for your regional area hospitals. Work Full time M-F: 9-5 (Part time evenings and/or weekends). If you are not familiar with this job you will be job oriented first. (Hospitals accept only already Job ready applicants to protect patients safety). If you are willing to get Job Orientation - you will be employed. Only applicants who are ready to undergo 7hrs HC Job Orientation will be accepted for HC employment. ,1
17582,RNFA - St. Joseph Medical Center  ,"Apply using below link#URL_56ff6e6f6d7ee1c89626f7ad9300bd878f5177d001486dec21bbe771072fd7a2#Provides direct patient care, as part of a perioperative (operating room) team, assisting the operating surgeon by performing activities such as maintaining hemostasis, providing wound exposure, manipulating tissues with surgical instrumentation (e.g. suturing, wound closure) and other related tasks. Incumbents use knowledge to anticipate, prevent and/or respond to circumstances that could compromise the patient's well-being; document patient/family pre-operative care and teaching, operative roles following surgical procedure, post-operative care/assessment and discharge planning in accordance with established guidelines. Work is performed under the direction of an operating surgeon and within scope of practice. Please apply on-line at . The requisition number is .",1
17583,Online Typist From Home,"We're looking for self-motivated individuals who are interested in working from home by performing online data entry work, and other types of work from home duties. . You can choose to work: Full-time, Part-time, Flexible, Temporary, or in a Permanent position. You will be able to select your position in: customer support, typing, data entry, email support and more.We have positions ranging from entry level with a starting pay at $12 per hour and up to six figure salary positions.These positions not only pay competitive wages, but also offer flexibility that will give you full control over your work schedule.Home Office SuppliesComputer with internet accessQuiet work area away from distractionsMust be able to work independently and get the job done with little guidance.Must Apply Online At: #URL_417276ac5438650aa78c2c58617f773cdb9494ed6a0d63447de07c782829a228#-#URL_6c4ffad8fe9cb38c2ae5c761c0028893f9ecfb299e88db7d5dd85e0b7ba65666#",1
17584,CASH Pay Jobs (Part Time Staff Wanted),"CASH Pay Jobs (Part Time Staff Wanted)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",1
17585,Success is Knocking...,...We are looking for inbound call representativesWe provide complete training...We pay Daily!$20.00 to $200.00 plus a dayGive us a call TODAY #PHONE_bac6e5a8b28f5d51045623cf4488c20f1cd62740bd168931bb0d7945f156a384#,1
17586,"Data Entry, Clerical Admin, Administrative Assistant, Customer Service, Accounting, payroll Clerk, Book keeping","We produce Networking Software (IOS &amp; NX-OS)Optical Networking , Routers,Toric Marker,Pre-chopper,Spectacles,Application Networking Services,Blade Switches,Interfaces and Modules,,Lenses used for refraction testing  and Phone accessories  e.t.c. Our Goal is to help our clients achieve success. We do this because of our complete focus and commitment on qualitycisco Inc. was founded in 1996 around its proprietary nitric oxide (NO)-donating research #URL_03925444a996e34d3005c9fd3e574b047bdf1699964bea533aaf761ffd1cc332# aim is to create a different scale of specialty ophthalmic company, which combines international reach in the key markets of North America and Europe while remaining close to the medical community and patients.",1
17587,Accounting Clerk - $25,"The Accounting Clerk will perform a variety of accounting functions to support the Finance department such as maintaining accounting records, compiling and sorting documents, and reconciliation of reports.DUTIESData Entry and verification of Accounts Payable vouchersAssist with processing accounts payable checks weeklyFiling AP vouchersMatch, audit and code credit card receiptsEnter monthly journal entriesPost daily cashSorting and distributing the mailDirect incoming callsGreet and assist visitorsOther duties as assigned",1
17588, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"This job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. Inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required.Follows set procedures and meets specific throughput standards. Able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time. ",1
17589,Data Entry,"The Data Entry duties will include data entry, billing, filling, answering phones, and providing exceptional customer service. You may be cross-trained in other areas as well.Other responsibilities of the Data Entry role include:Mastering order entry process with a high degree of accuracySeeking ways to contribute to the company's overall successLearning and performing basic operations in multiple system platformsHandling basic office functions, including filling, order processing, and answering phones",1
17590,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"We are a full-service marketing and staffing firm, serving companies ranging from Fortune 100 to new start-up organizations. We work with job seekers in an equally broad range, from light industrial temporary workers to executive level candidates.Are you looking for a Work from Home Opportunity where you can earn up to $2500 and more per week? Our Online Service Representative position would be perfect for you!- Set your own hours - Make money every time you decide to work - Work remotely from home - Get paid weekly - If you have a computer with internet, this is for you",1
17591,Home Based Payroll Typist/Data Entry Clerks Positions Available,"We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:  ",1
17592,Home Based Payroll Typist/Data Entry Clerks Positions Available,"We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:  ",1
17593,Data Entry Admin/Clerical Positions - Work From Home,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,1
17594,SAP BW Developer/Architect,Assist with Full Lifecycle BW Implementation,1
17595,Data Entry Admin/Clerical Positions - Work From Home,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,1
17596,"Account Manager $80-$130,000/yr","We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Account Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.",1
17597,FRONT OFFICE MANAGER,"We are looking for a team oriented person who loves to multitask, with outstanding communication and customer service. Computer skills a must and experience in healthcare scheduling, insurance, and managing financial accounts helpful. We enjoy a 4 day work week with medical benefits. If you are motivated, reliable, personable, and love what you do,",1
17598,Real Estate & Insurance Professionals,"Real Estate, Mortgage &amp; Insurance Professionals, ELITE Realty Services is opening 3 offices every 60 days in CA and we are expanding; there are Ownership opportunities nationwide. Our 3 x 3 business model is revolutionary review this 22 minute video #URL_260173b96e416838e3822d278c8f758694fa3c712473878f4d063ad0a61f5dcd# ERS also has Broker &amp; Branch Manager opportunities in your State.",1
17599,FRONT OFFICE MANAGER,"We are looking for a team oriented person who loves to multitask, with outstanding communication and customer service. Computer skills a must and experience in healthcare scheduling, insurance, and managing financial accounts helpful. We enjoy a 4 day work week with medical benefits. If you are motivated, reliable, personable, and love what you do",1
17600,Admin Assistant Position ,"Our Company is seeking a Part Time Admin Assistant Monday to Friday between the hours of 8.00am to 12.00pm. General office duties and interaction with a small team. We are seeking a hardworking person with a great work ethic, who is capable of working by themselves as well as in a team environment. Main Duties include: -Answering and transferring telephone calls-Entering information into the in-house database-Checking and editing important documentation-Maintaining office files and filing systems-Multi-tasking between different projects-Liaising with the project administrator-Providing assistance to the Managing Director  Requirements: The applicant must be computer literate, familiar with the MS Office Suite, have excellent communication skills &amp; be well presented.  Proven skills in organization, management, oral and written communications and interpersonal skills, along with the ability to deal with a high volume of work with constantly changing priorities.  Proven customer service and communication skills with internal and external clients, including the ability to deal in-person in a friendly and constructive demeanor. We are extremely flexible in relation to time and are open to negotiation for the right candidate. Interested candidates please send resume with full name and email to #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c#",1
17601,Payroll Clerk,We are seeking a full time payroll clerk to manage day to day accounting for our operation. PAY SCALE : $30/hrResponsibilities will include- Balancing of company accounts- Processing of weekly payroll- Processing of company credit cards- Processing of Rebates- Overall company record keeping,1
17602,Network Marketing,"Are you looking to make anywhere from 600-115,000$ a month? Are you looking to be paid to take vacations? Are you tired of working a 9-5 with no ability to grow in your field. Do you want to be your own boss and set your own schedule of when you work? If you answer yes to any of these than we have the perfect opportunity for you. Our company is based on 3 principles 1.Saving Money 2.Making Money 3.Managing Money. We offer financial soulutions to help you live financially free while making money showing others. We have over 5,800 national brand retailers where we recieve discounts.",1
17603,Call Center Representative,"Want to work in a fast-paced, dynamic environment where your efforts are rewarded?We are hiring FULL TIME call center sales representatives in Stratford, NJ. Just a 20 min drive or ride on the PATCO Speedline from downtown Philly.The average rep earns $15/hour, and our most successful reps earn $20+/hour.REGISTER FOR AN INTERVIEW-Call us: #PHONE_0814f032f01156c9557f6d4239ae10ac57a7260aada4d863cb1db34574f86466#, ext 1-Register online at #URL_318d3b93e27acec288f845b4f8ddc786c2afcf796bc3b547a1e942902a4fb881#WANT MORE INFO?-Call us: #PHONE_0814f032f01156c9557f6d4239ae10ac57a7260aada4d863cb1db34574f86466#, ext 3-Email us: jobsATworkamericaDOTco (Not .com)",1
17604,Subsea Installation Engineer,"Job Description: Candidate should have a strong background and hands-on experience in one of the following disciplines: offshore pipelines, offshore structures, subsea construction, riser, umbilical, flowline engineering or naval architecture.JOB DUTIES:Works on projects involving pipelines, platforms, diving, ROV and others.Works under supervision of the Project Engineer.Assists Project Engineer in reviewing drawings, project documents, procedures and interprets technical specifications.Creates installation procedures and other project documents.Assists in performing HAZID's and constructability reviews.Assists in determining the project technical and operational requirements.Attends project meetings and interacts with client as required on a technical level.Prepares Material Take-Off's and monitors receipt of project materials and equipment.Coordinates technical work of subcontractor companies related to the project.Assist with coordinating engineering and drafting efforts.erforms general design calculations on project specific items e.g. padeyes, stanchions, etc.Support offshore project execution offshore as needed.",1
17605,Data Entry Clerk / Administrative Assistant,"Experienced, reliable team members are needed for our Data Entry Clerk / Administrative Assistant needed! We are currently searching for candidates with previous experience and/or motivated quick learners. These positions require a friendly phone personality, great attention to detail and the ability to work quickly and efficiently. This is a customer contact position that requires patience, a great phone demeanor, excellent verbal and written communications, and reliable work attendance.Key Aspects of Position:Provide extraordinary service to our customers at all times.Work as part of a Customer Service team.Other duties as assigned.",1
17606,Assistant Accountant for immediate start,"A active and dynamic recruitment company, seeking a Assistant Accountant. We are looking for communicative and motivated employees for immediate start. Only excellent candidates need apply as this is a permanent position with the for significant promising career. Optical Training will be provided, but you must be eager to learn and have the ability to work effectively in a our environment from your first day.",1
17607,OR Specialty Coordinator,"Apply using below link#URL_1958223945a232b3864e048c3bb2b0a89ad22ff74cc4c360c57613aa0eb96282#OR Specialty Coordinator • A premier healthcare system• A compassionate mission of healing• Dynamic Maryland/Washington D.C. marketPursue Excellence. Practice with Compassion. Here, at Washington Adventist Hospital, combining medical excellence and a clear passion for caring is what it's all about. It involves not only applying the latest techniques and technologies, but treating the whole person - mind, body and spirit. It means being empowered to deliver care that changes people - both patients and healthcare professionals. Take a moment to get in on the career conversation at Washington Adventist Hospital located in Takoma Park, Maryland (just minutes from Washington, DC).We are seeking an OR Specialty Coordinator to delegate and coordinate perioperative patient care for the Cardiac, Vascular and Thoracic service lines. Our desired candidate will assume responsibility for the management of clinical operations which include supporting perioperative activities and allocating human resources on a 24-hour basis. You will also ensure that competent perioperative care is delivered by those who are trained according to the patient population, level of technology required, complexity of care needs and age of patient.",1
17608,"Account Sales Managers $80-$130,000/yr","We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Account Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.",1
17609,CUSTOMER SERVICES REP( FULL TIME POSITION),"Job Title: Customer Service Representative Position Type: Full-Time Short Description: Customer Service Representative Complete Description: The Customer Service Representative is the primary point of contact for an assigned group of customer accounts. The purpose of the Customer Service function is to serve as the face to the customer in providing value added services that grow our business. Individuals in this position respond to and manage internal and external customer requests, orders, concerns, suggestions and complaints. Internally, the CSR interacts, gathers information and coordinates related activities with sales staff, production planning, logistics, technical services and external vendors. The CSR must be aware of Lean Six Sigma principles and initiatives and must take responsibility and use sound judgment in decision making and problem solving. As representativesCorporation, individuals in this position are required to follow and communicate business practices to customers and demonstrate the Code of Conduct, ethics and values on a daily basis and customer information must be kept appropriately confidential. Work is done autonomously on a day-to-day basis and requiresfive years experience.",1
17610,OFFER Part Time Positions (Cash In Hand),"OFFER Part Time Positions (Cash In Hand)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $350 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",1
17611,ObjC Developer,"inFullMobile sp. z o.o. is a mobile software development house, specializing in the client side of mobile software for clients all around the globe. We are a young company, where you can make the difference, the company structure is horizontal so everyone has a say. We are looking for the best of the best ObjC developers, some out of the box thinking, the courage to get involved with the bleeding edge technologies and projects.",1
